text_type,text,label,proc_text
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",1,today sorry day ever wa angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good
ham,Cheers for the card ... Is it that time of year already?,1,cheer card time year already
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",0,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",1,people see msg think iam addicted msging wrong bcoz dont know iam addicted sweet friend bslvyl
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,1,ugh hopefully asus ppl dont randomly reformat
ham,"Haven't seen my facebook, huh? Lol!",1,havent seen facebook huh lol
ham,"Mah b, I'll pick it up tomorrow",1,mah b ill pick tomorrow
ham,Still otside le..u come 2morrow maga..,1,still otside leu come 2morrow maga
ham,Do u still have plumbers tape and a wrench we could borrow?,1,u still plumber tape wrench could borrow
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",0,dear voucher holder claim week offer pc please go httpwwwetlpcoukreward tscs apply
ham,It vl bcum more difficult..,1,vl bcum difficult
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of??2000 CASH 18+only. To opt out txt X to 07786200117,0,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise of2000 cash 18only opt txt x 07786200117
ham,Havent still waitin as usual... ?? come back sch oredi?,1,havent still waitin usual come back sch oredi
ham,In meeting da. I will call you,1,meeting da call
ham,K k :-):-) then watch some films.,1,k k watch film
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,1,doe cinema plus drink appeal tomo fr thriller director like mac 830
ham,There the size of elephant tablets & u shove um up ur ass!!,1,size elephant tablet u shove um ur
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",1,many people seems special first sight remain special till last sight maintain till life end take cr da
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",1,parent kidz friend n colleague screaming surprise wa waiting sofa naked
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ?_ cut ur hair. ,1,dunno juz askin co got card got 20 4 salon called hair sense tot da one cut ur hair
ham,Good morning pookie pie! Lol hope I didn't wake u up,1,good morning pookie pie lol hope didnt wake u
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,1,maybe woke fucking 3 wouldnt problem
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,1,happy birthday youdearwith lot loverakhesh nri
ham,Howz that persons story,1,howz person story
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",0,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate
ham,X2  &lt;#&gt; . Are you going to get that,1,x2 ltgt going get
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It??s the least a unique person like u deserve. Sleep tight or morning,1,hi neva worry bout da truth coz truth lead 2 ur heart least unique person like u deserve sleep tight morning
spam,UR awarded a City Break and could WIN a ??200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+??1.50perWKsub,0,ur awarded city break could win 200 summer shopping spree every wk txt store 88039skilgmetscs087147403231winawkage16150perwksub
ham,Is ur paper today in e morn or aft?,1,ur paper today e morn aft
ham,I will lick up every drop :) are you ready to use your mouth as well?,1,lick every drop ready use mouth well
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,1,expect whenever text hope go well tomo
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,1,great p diddy neighbor come toothpaste every morning
ham,"I av a new number,  . Wil u only use this one,ta.",1,av new number wil u use oneta
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,1,poking man everyday teach canada abi saying hi
ham,7 lor... Change 2 suntec... Wat time u coming?,1,7 lor change 2 suntec wat time u coming
ham,No de.am seeing in online shop so that i asked.,1,deam seeing online shop asked
ham,Just curious because my cuz asked what I was up to,1,curious cuz asked wa
ham,Nice.nice.how is it working?,1,nicenicehow working
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,1,okay lor wah like def wont let u go haha say term condition
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,1,haha yup hopefully lose kg mon hip hop go orchard weigh
ham,She's good. How are you. Where r u working now,1,shes good r u working
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",1,oh yes ive little weather ive kind coccooning home
ham,At home also.,1,home also
ham,This phone has the weirdest auto correct.,1,phone ha weirdest auto correct
ham,Oops my phone died and I didn't even know. Yeah I like it better.,1,oops phone died didnt even know yeah like better
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,1,havent mu ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",1,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",1,oh yeahand hav great time newquaysend postcard 1 look girl im goneu know 1im talkin boutxx
ham,We got a divorce. Lol. She.s here,1,got divorce lol shes
ham,What's ur pin?,1,whats ur pin
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",1,babe got enough money pick bread milk ill give back get home
ham,I want snow. It's just freezing and windy.,1,want snow freezing windy
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ??2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,0,urgent trying contact u today draw show 2000 prize guaranteed call 09066358361 land line claim y87 valid 12hrs
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,1,come mahal bus stop ltdecimalgt
ham,Don know:)this week i'm going to tirunelvai da.,1,knowthis week im going tirunelvai da
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,1,baby promise treat well bet take good care
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,1,like hotel dusk game think solve puzzle area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",0,thanks ringtone order reference number x29 mobile charged 450 tone arrive please call customer service 09065989180
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",1,hi love go day fuck morning woke dropped cell way stair seems alright phews miss
ham,Well that must be a pain to catch,1,well must pain catch
ham,Sorry da thangam.it's my mistake.,1,sorry da thangamits mistake
ham,I need... Coz i never go before ,1,need coz never go
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",1,rose redred bloodblood heartheart u u send ti ur friend including u like u get back 1u r poor relation 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try
ham,Wife.how she knew the time of murder exactly,1,wifehow knew time murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",0,six chance win cash 100 20000 pound txt csh11 send 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,ur cashbalance currently 500 pound maximize ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",1,feel like dick keep sleeping text facebook message sup town
ham,No plm i will come da. On the way.,1,plm come da way
ham,Guess he wants alone time. We could just show up and watch when they do..,1,guess want alone time could show watch
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),1,height recycling read twice people spend time earning money money spent spending time good morning keep smiling
ham,Yup ?_ not comin :-(,1,yup comin
ham,"Yes, princess. Toledo.",1,yes princess toledo
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",1,aight text youre back mu ill swing need somebody get door
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,1,ron say fri leh n said ding tai feng cant make reservation said wait lor
ham,Good. No swimsuit allowed :),1,good swimsuit allowed
ham,Am okay. Will soon be over. All the best,1,okay soon best
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,1,cute thought friendship necessary share every secret ur close frnd
ham,Ok i've sent u da latest version of da project.,1,ok ive sent u da latest version da project
ham,Good Morning my Dear........... Have a great &amp; successful day.,1,good morning dear great amp successful day
ham,Pls accept me for one day. Or am begging you change the number.,1,pls accept one day begging change number
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,1,squeeeeeze christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky none people hate u
ham,"Its ok, if anybody asks abt me, u tel them..:-P",1,ok anybody asks abt u tel themp
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",1,funny fact nobody teach volcano 2 erupt tsunami 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happens
ham,* You gonna ring this weekend or wot?,1,gon na ring weekend wot
ham,Also track down any lighters you can find,1,also track lighter find
